job_id,cpu_request,gpu_request,duration,arrive_time
354904__sample_000000,28.0,0.2,333.0,0.10964493174528785
297678__sample_000001,8.0,0.2,1312.0,1.24362689690798
256887__sample_000002,8.0,1.0,1069.0,1.5377199309162004
180192__sample_000003,4.0,0.5,198.0,2.0661432253372327
62536__sample_000004,2.0,1.0,718.0,2.161636398002188
381157__sample_000005,46.0,0.2,622.0,2.296371483955726
131728__sample_000006,8.0,1.0,33.0,2.3413399192616153
346481__sample_000007,13.0,1.0,2830.0,2.3433767499221627
183130__sample_000008,4.0,0.5,1584.0,2.386703609595942
175049__sample_000009,4.0,0.5,705.0,2.9155110833365443
360916__sample_000010,13.0,1.0,320.0,3.0374090381648213
381244__sample_000011,112.0,0.8,489.0,3.0654559540879007
442562__sample_000012,56.0,0.4,12.0,3.185961175278546
646__sample_000013,4.0,0.1,1119.0,3.5007137018035492
299839__sample_000014,8.0,1.0,2009.0,3.6396616215975346
200534__sample_000015,8.0,1.0,121.0,4.192028896846878
135820__sample_000016,8.0,1.0,4465.0,4.6492958193102165
456512__sample_000017,96.0,0.8,380.0,4.777501351466414
384061__sample_000018,184.0,0.8,1236.0,4.794821743069395
458516__sample_000019,84.0,0.8,267.0,5.038603141564856
76829__sample_000020,2.0,1.0,4236.0,5.1267322083631175
145186__sample_000021,8.0,1.0,20.0,5.434834072226002
312823__sample_000022,12.0,1.0,1506.0,5.5087190161270705
52135__sample_000023,2.0,1.0,164.0,5.589000456997642
110934__sample_000024,8.0,1.0,24.0,5.745317709917189
102913__sample_000025,4.0,1.0,978.0,5.750360308502952
50947__sample_000026,2.0,0.2,607.0,5.787543509438586
237832__sample_000027,20.0,1.0,389.0,6.168862192374099
318429__sample_000028,4.0,0.8,103.0,6.796194751622129
235224__sample_000029,8.0,1.0,78.0,6.838854829031208
261946__sample_000030,8.0,1.0,2410.0,7.134946732197169
106699__sample_000031,4.0,1.0,1439.0,7.158672485602463
82883__sample_000032,2.0,1.0,1344.0,7.2866661155157715
93820__sample_000033,2.0,1.0,109.0,7.428711823349083
78395__sample_000034,2.0,1.0,566.0,7.594609445732179
58028__sample_000035,2.0,1.0,1811.0,7.684317070827512
46037__sample_000036,2.0,0.2,691.0,8.072069915991936
197620__sample_000037,8.0,1.0,40.0,8.144395074426487
264025__sample_000038,8.0,0.2,626.0,8.277201502078658
302195__sample_000039,8.0,1.0,1852.0,8.320295034709595
305341__sample_000040,8.0,1.0,1854.0,8.490419282257538
407691__sample_000041,112.0,0.8,298.0,8.534342124956389
319289__sample_000042,4.0,0.8,689.0,8.589625851829695
402328__sample_000043,13.0,1.0,3578.0,8.704649569499963
216095__sample_000044,8.0,1.0,9.0,8.769729157633334
396201__sample_000045,112.0,0.8,1296.0,8.777920548728146
389923__sample_000046,112.0,0.8,354.0,9.096271386277607
466441__sample_000047,8.0,1.0,40.0,9.43938688658467
199170__sample_000048,8.0,1.0,737.0,9.90133684561161
310968__sample_000049,4.0,1.0,912.0,10.682613327195892
165642__sample_000050,4.0,0.3,980.0,10.706650137341262
316484__sample_000051,4.0,1.0,4571.0,10.770830324710472
143690__sample_000052,8.0,1.0,19.0,10.97001524127703
116236__sample_000053,8.0,1.0,3965.0,11.388106151841942
99931__sample_000054,4.0,1.0,1784.0,11.423528073839016
88871__sample_000055,2.0,1.0,53.0,11.555681887386362
371922__sample_000056,28.0,0.2,259.0,12.326307653811451
46373__sample_000057,2.0,0.2,160.0,12.406710085755241
46843__sample_000058,2.0,0.2,603.0,12.541811980686864
81019__sample_000059,2.0,1.0,529.0,12.778516781215153
90170__sample_000060,2.0,1.0,156.0,12.888058372279039
321112__sample_000061,20.0,1.0,1844.0,13.140901768321198
404345__sample_000062,14.0,1.0,290.0,13.172854376030799
171513__sample_000063,4.0,0.5,389.0,13.225282468177705
389288__sample_000064,112.0,0.8,995.0,13.323125104130279
162788__sample_000065,16.0,1.0,128.0,14.148983672542109
37723__sample_000066,4.0,1.0,61.0,14.234763596537379
315134__sample_000067,4.0,1.0,1778.0,14.729062512550021
135316__sample_000068,8.0,1.0,14.0,15.144749936066574
166945__sample_000069,4.0,0.3,1247.0,15.426707620314552
113683__sample_000070,8.0,1.0,349.0,15.519224324460872
