job_id,cpu_request,gpu_request,duration,arrive_time
354904__sample_000000,28.0,0.2,333.0,0.11827989145443428
297678__sample_000001,8.0,0.2,1312.0,0.2735701564293349
256887__sample_000002,8.0,1.0,1069.0,0.3632314752869954
180192__sample_000003,4.0,0.5,198.0,0.7074258035212302
62536__sample_000004,2.0,1.0,718.0,0.8820765074451292
381157__sample_000005,46.0,0.2,622.0,0.9481371401943955
131728__sample_000006,8.0,1.0,33.0,1.5227221025820414
346481__sample_000007,13.0,1.0,2830.0,1.6438050381717193
183130__sample_000008,4.0,0.5,1584.0,1.8398756337161601
175049__sample_000009,4.0,0.5,705.0,2.4322495358935665
360916__sample_000010,13.0,1.0,320.0,2.6769493618578992
381244__sample_000011,112.0,0.8,489.0,2.708028015822344
442562__sample_000012,56.0,0.4,12.0,3.4106821868053965
646__sample_000013,4.0,0.1,1119.0,3.657701419039103
299839__sample_000014,8.0,1.0,2009.0,3.7596579979269302
200534__sample_000015,8.0,1.0,121.0,3.7971522030810365
135820__sample_000016,8.0,1.0,4465.0,4.192152552001104
456512__sample_000017,96.0,0.8,380.0,4.4340964288918165
384061__sample_000018,184.0,0.8,1236.0,4.624699893404074
458516__sample_000019,84.0,0.8,267.0,5.185525726038185
76829__sample_000020,2.0,1.0,4236.0,5.574023229462203
145186__sample_000021,8.0,1.0,20.0,5.615146059493789
312823__sample_000022,12.0,1.0,1506.0,5.708536697342739
52135__sample_000023,2.0,1.0,164.0,5.779954101979948
110934__sample_000024,8.0,1.0,24.0,6.120546117447051
102913__sample_000025,4.0,1.0,978.0,6.129073002411511
50947__sample_000026,2.0,0.2,607.0,6.340001391508046
237832__sample_000027,20.0,1.0,389.0,6.699354820472991
318429__sample_000028,4.0,0.8,103.0,7.222771656569476
235224__sample_000029,8.0,1.0,78.0,7.327440304955749
261946__sample_000030,8.0,1.0,2410.0,7.757892295841
106699__sample_000031,4.0,1.0,1439.0,7.787203267115694
82883__sample_000032,2.0,1.0,1344.0,8.255639256418617
93820__sample_000033,2.0,1.0,109.0,8.289734164050634
78395__sample_000034,2.0,1.0,566.0,8.416312821853099
58028__sample_000035,2.0,1.0,1811.0,8.815314162684722
46037__sample_000036,2.0,0.2,691.0,8.855919610164825
197620__sample_000037,8.0,1.0,40.0,8.921017865776014
264025__sample_000038,8.0,0.2,626.0,9.24127864018724
302195__sample_000039,8.0,1.0,1852.0,9.559552683185164
305341__sample_000040,8.0,1.0,1854.0,9.815763735369512
407691__sample_000041,112.0,0.8,298.0,10.111764162641416
319289__sample_000042,4.0,0.8,689.0,10.307381437940325
402328__sample_000043,13.0,1.0,3578.0,10.379902362755178
216095__sample_000044,8.0,1.0,9.0,10.485948161203494
396201__sample_000045,112.0,0.8,1296.0,10.536048479832626
389923__sample_000046,112.0,0.8,354.0,11.133767514663539
466441__sample_000047,8.0,1.0,40.0,11.352669778322689
199170__sample_000048,8.0,1.0,737.0,11.480731193192444
310968__sample_000049,4.0,1.0,912.0,11.635708069772734
165642__sample_000050,4.0,0.3,980.0,12.371414004022038
316484__sample_000051,4.0,1.0,4571.0,12.413031391554163
143690__sample_000052,8.0,1.0,19.0,12.633642543831302
116236__sample_000053,8.0,1.0,3965.0,12.809891154029597
99931__sample_000054,4.0,1.0,1784.0,13.046227233530365
88871__sample_000055,2.0,1.0,53.0,13.050796278631989
371922__sample_000056,28.0,0.2,259.0,13.564969659267163
46373__sample_000057,2.0,0.2,160.0,14.237466793439976
46843__sample_000058,2.0,0.2,603.0,14.445645659425825
81019__sample_000059,2.0,1.0,529.0,14.743863344557315
90170__sample_000060,2.0,1.0,156.0,15.383230684018722
321112__sample_000061,20.0,1.0,1844.0,15.690330047366851
404345__sample_000062,14.0,1.0,290.0,15.73170767464788
171513__sample_000063,4.0,0.5,389.0,15.946383212111021
389288__sample_000064,112.0,0.8,995.0,16.179688426369523
162788__sample_000065,16.0,1.0,128.0,16.317657052350228
37723__sample_000066,4.0,1.0,61.0,16.651029628321076
315134__sample_000067,4.0,1.0,1778.0,17.331948849761694
135316__sample_000068,8.0,1.0,14.0,17.981417903025225
166945__sample_000069,4.0,0.3,1247.0,18.13125897710113
113683__sample_000070,8.0,1.0,349.0,18.161303653239077
176848__sample_000071,4.0,0.5,109.0,19.208597150519253
182280__sample_000072,4.0,0.5,204.0,19.665026678223864
440005__sample_000073,14.0,1.0,155.0,19.69831316815313
130397__sample_000074,8.0,1.0,12.0,20.332390153393952
107352__sample_000075,8.0,1.0,1129.0,20.842246136200668
1226__sample_000076,4.0,0.1,790.0,21.02513398269283
160523__sample_000077,8.0,1.0,36.0,21.248812429400097
60615__sample_000078,2.0,1.0,187.0,21.37610364025235
87714__sample_000079,2.0,1.0,30.0,21.390183177563173
244403__sample_000080,8.0,1.0,1802.0,21.49224939913836
280917__sample_000081,8.0,1.0,1370.0,21.898201376904904
304882__sample_000082,8.0,1.0,1991.0,21.89936207292149
231815__sample_000083,4.0,1.0,2719.0,22.000790547069034
159102__sample_000084,8.0,1.0,71.0,22.127735070782702
250777__sample_000085,20.0,1.0,1932.0,22.32045582681367
282849__sample_000086,8.0,1.0,1232.0,22.95143719585193
134432__sample_000087,8.0,1.0,4109.0,23.057731473574627
53725__sample_000088,2.0,1.0,101.0,23.164258095064252
466270__sample_000089,8.0,1.0,929.0,23.498635332980644
317142__sample_000090,4.0,0.8,151.0,23.649104776353727
100664__sample_000091,4.0,1.0,1857.0,23.712700394779407
155628__sample_000092,8.0,1.0,30.0,23.863270982423447
156968__sample_000093,8.0,1.0,94.0,23.901225962906295
70159__sample_000094,2.0,1.0,1276.0,23.94973958870832
348609__sample_000095,104.0,0.8,2697.0,24.122211599409024
384472__sample_000096,112.0,0.8,432.0,24.257930653473025
128369__sample_000097,8.0,1.0,406.0,24.873753837286227
99133__sample_000098,4.0,1.0,1649.0,24.986262483046158
165423__sample_000099,4.0,0.3,103.0,25.203488078992475
253351__sample_000100,4.0,1.0,1745.0,25.453585772121937
123360__sample_000101,8.0,1.0,3139.0,25.456881008328352
106930__sample_000102,4.0,1.0,912.0,25.72919805758735
291157__sample_000103,8.0,1.0,1087.0,25.778212717637164
343526__sample_000104,112.0,0.8,1643.0,26.58971228570527
257908__sample_000105,8.0,1.0,958.0,26.629949011782816
77413__sample_000106,2.0,1.0,112.0,26.763824290416967
352363__sample_000107,184.0,0.8,31.0,26.78612764982959
181061__sample_000108,4.0,0.5,152.0,28.228148053617282
285081__sample_000109,8.0,1.0,997.0,28.40253477003184
118366__sample_000110,8.0,1.0,416.0,28.628739601054075
276751__sample_000111,8.0,1.0,760.0,28.64609761376114
308539__sample_000112,8.0,0.2,1964.0,28.99263167756514
28772__sample_000113,80.0,0.8,3590.0,29.051532387127704
354425__sample_000114,112.0,0.8,278.0,29.62236110133061
156617__sample_000115,8.0,1.0,2910.0,29.67975830837082
444600__sample_000116,10.0,1.0,1017.0,29.732650915823022
314678__sample_000117,4.0,1.0,1694.0,29.74195950128744
15393__sample_000118,48.0,1.0,2884.0,29.901655949611307
402335__sample_000119,184.0,0.8,421.0,30.109666975530352
413523__sample_000120,48.0,1.0,500.0,30.126658710575143
33595__sample_000121,8.0,1.0,1347.0,30.500159358974734
412564__sample_000122,48.0,1.0,2161.0,30.65111802154814
382753__sample_000123,56.0,0.4,3623.0,30.836907435196288
81664__sample_000124,2.0,1.0,31.0,30.98220280314318
148534__sample_000125,8.0,1.0,30.0,31.110227353461912
165347__sample_000126,4.0,0.3,2826.0,31.315268217746382
96901__sample_000127,2.0,1.0,605.0,31.35744396943662
95399__sample_000128,2.0,1.0,132.0,31.407645240988778
261708__sample_000129,8.0,1.0,1116.0,31.902382573062813
169385__sample_000130,4.0,0.5,184.0,32.63261050037898
63214__sample_000131,2.0,1.0,103.0,32.74943604724776
63264__sample_000132,2.0,1.0,208.0,32.82836888867093
59664__sample_000133,2.0,1.0,203.0,33.086574704944546
105800__sample_000134,4.0,1.0,955.0,33.21794709684636
145592__sample_000135,8.0,1.0,16.0,33.22437563402952
388139__sample_000136,184.0,0.8,995.0,33.2668215348544
217744__sample_000137,8.0,1.0,56.0,33.581492349817665
121550__sample_000138,8.0,1.0,3669.0,33.85040479539705
191074__sample_000139,12.0,1.0,3180.0,33.857272259868154
288741__sample_000140,8.0,0.2,3795.0,33.92002050333483
46942__sample_000141,2.0,0.2,27.0,33.98571089807257
352397__sample_000142,184.0,0.8,40.0,34.26431457877953
192006__sample_000143,120.0,0.8,3061.0,34.26929142410257
179269__sample_000144,4.0,0.5,87.0,34.29677543875291
1062__sample_000145,4.0,0.1,277.0,34.69903004557697
346034__sample_000146,184.0,0.8,2101.0,34.748199472939916
137822__sample_000147,8.0,1.0,13.0,35.01262424517006
190700__sample_000148,15.0,1.0,953.0,35.080636400722305
139693__sample_000149,8.0,1.0,29.0,35.10682140909352
137694__sample_000150,8.0,1.0,84.0,35.17647628819638
47805__sample_000151,2.0,0.2,221.0,35.496749991470644
46967__sample_000152,2.0,0.2,505.0,35.98070907583413
90337__sample_000153,2.0,1.0,29.0,36.42402182582802
457567__sample_000154,8.0,0.4,1713.0,36.55055744819679
463369__sample_000155,16.0,1.0,12.0,36.82627664279794
62__sample_000156,4.0,0.1,867.0,36.88362499538019
282228__sample_000157,8.0,0.2,587.0,36.97035839253332
186186__sample_000158,4.0,0.5,1899.0,37.537008049691046
218342__sample_000159,8.0,1.0,7.0,37.54027984679012
292101__sample_000160,8.0,1.0,1782.0,37.56262663169773
146808__sample_000161,8.0,1.0,31.0,37.620889201757684
