job_id,cpu_request,gpu_request,duration,arrive_time
354904__sample_000000,28.0,0.2,333.0,0.9462391316354742
297678__sample_000001,8.0,0.2,1312.0,2.1885612514346793
256887__sample_000002,8.0,1.0,1069.0,2.905851802295963
180192__sample_000003,4.0,0.5,198.0,5.6594064281698415
62536__sample_000004,2.0,1.0,718.0,7.056612059561034
381157__sample_000005,46.0,0.2,622.0,7.585097121555164
131728__sample_000006,8.0,1.0,33.0,12.181776820656331
346481__sample_000007,13.0,1.0,2830.0,13.150440305373754
183130__sample_000008,4.0,0.5,1584.0,14.719005069729281
175049__sample_000009,4.0,0.5,705.0,19.457996287148532
360916__sample_000010,13.0,1.0,320.0,21.415594894863194
381244__sample_000011,112.0,0.8,489.0,21.664224126578752
442562__sample_000012,56.0,0.4,12.0,27.285457494443172
646__sample_000013,4.0,0.1,1119.0,29.261611352312823
299839__sample_000014,8.0,1.0,2009.0,30.077263983415442
200534__sample_000015,8.0,1.0,121.0,30.377217624648292
135820__sample_000016,8.0,1.0,4465.0,33.53722041600883
456512__sample_000017,96.0,0.8,380.0,35.47277143113453
384061__sample_000018,184.0,0.8,1236.0,36.99759914723259
458516__sample_000019,84.0,0.8,267.0,41.48420580830548
76829__sample_000020,2.0,1.0,4236.0,44.59218583569763
145186__sample_000021,8.0,1.0,20.0,44.92116847595031
312823__sample_000022,12.0,1.0,1506.0,45.66829357874191
52135__sample_000023,2.0,1.0,164.0,46.239632815839585
110934__sample_000024,8.0,1.0,24.0,48.96436893957641
102913__sample_000025,4.0,1.0,978.0,49.03258401929209
50947__sample_000026,2.0,0.2,607.0,50.72001113206437
237832__sample_000027,20.0,1.0,389.0,53.59483856378393
318429__sample_000028,4.0,0.8,103.0,57.78217325255581
235224__sample_000029,8.0,1.0,78.0,58.61952243964599
261946__sample_000030,8.0,1.0,2410.0,62.063138366728
106699__sample_000031,4.0,1.0,1439.0,62.29762613692555
82883__sample_000032,2.0,1.0,1344.0,66.04511405134893
93820__sample_000033,2.0,1.0,109.0,66.31787331240507
78395__sample_000034,2.0,1.0,566.0,67.33050257482479
58028__sample_000035,2.0,1.0,1811.0,70.52251330147777
46037__sample_000036,2.0,0.2,691.0,70.8473568813186
197620__sample_000037,8.0,1.0,40.0,71.36814292620811
264025__sample_000038,8.0,0.2,626.0,73.93022912149792
302195__sample_000039,8.0,1.0,1852.0,76.47642146548131
305341__sample_000040,8.0,1.0,1854.0,78.52610988295609
407691__sample_000041,112.0,0.8,298.0,80.89411330113133
319289__sample_000042,4.0,0.8,689.0,82.4590515035226
402328__sample_000043,13.0,1.0,3578.0,83.03921890204143
216095__sample_000044,8.0,1.0,9.0,83.88758528962795
396201__sample_000045,112.0,0.8,1296.0,84.28838783866101
389923__sample_000046,112.0,0.8,354.0,89.07014011730831
466441__sample_000047,8.0,1.0,40.0,90.82135822658151
199170__sample_000048,8.0,1.0,737.0,91.84584954553955
310968__sample_000049,4.0,1.0,912.0,93.08566455818188
165642__sample_000050,4.0,0.3,980.0,98.9713120321763
316484__sample_000051,4.0,1.0,4571.0,99.30425113243331
143690__sample_000052,8.0,1.0,19.0,101.06914035065041
116236__sample_000053,8.0,1.0,3965.0,102.47912923223677
99931__sample_000054,4.0,1.0,1784.0,104.36981786824292
88871__sample_000055,2.0,1.0,53.0,104.40637022905591
371922__sample_000056,28.0,0.2,259.0,108.5197572741373
46373__sample_000057,2.0,0.2,160.0,113.89973434751981
46843__sample_000058,2.0,0.2,603.0,115.5651652754066
81019__sample_000059,2.0,1.0,529.0,117.95090675645852
90170__sample_000060,2.0,1.0,156.0,123.06584547214977
321112__sample_000061,20.0,1.0,1844.0,125.52264037893481
404345__sample_000062,14.0,1.0,290.0,125.85366139718305
171513__sample_000063,4.0,0.5,389.0,127.57106569688817
389288__sample_000064,112.0,0.8,995.0,129.4375074109562
162788__sample_000065,16.0,1.0,128.0,130.54125641880182
37723__sample_000066,4.0,1.0,61.0,133.2082370265686
315134__sample_000067,4.0,1.0,1778.0,138.65559079809356
135316__sample_000068,8.0,1.0,14.0,143.8513432242018
166945__sample_000069,4.0,0.3,1247.0,145.05007181680904
113683__sample_000070,8.0,1.0,349.0,145.29042922591262
176848__sample_000071,4.0,0.5,109.0,153.66877720415403
182280__sample_000072,4.0,0.5,204.0,157.3202134257909
440005__sample_000073,14.0,1.0,155.0,157.58650534522505
130397__sample_000074,8.0,1.0,12.0,162.65912122715162
107352__sample_000075,8.0,1.0,1129.0,166.73796908960534
1226__sample_000076,4.0,0.1,790.0,168.20107186154263
160523__sample_000077,8.0,1.0,36.0,169.99049943520077
60615__sample_000078,2.0,1.0,187.0,171.0088291220188
87714__sample_000079,2.0,1.0,30.0,171.1214654205054
244403__sample_000080,8.0,1.0,1802.0,171.93799519310687
280917__sample_000081,8.0,1.0,1370.0,175.18561101523923
304882__sample_000082,8.0,1.0,1991.0,175.19489658337193
231815__sample_000083,4.0,1.0,2719.0,176.00632437655227
159102__sample_000084,8.0,1.0,71.0,177.02188056626161
250777__sample_000085,20.0,1.0,1932.0,178.56364661450937
282849__sample_000086,8.0,1.0,1232.0,183.61149756681544
134432__sample_000087,8.0,1.0,4109.0,184.46185178859702
53725__sample_000088,2.0,1.0,101.0,185.31406476051401
466270__sample_000089,8.0,1.0,929.0,187.98908266384515
317142__sample_000090,4.0,0.8,151.0,189.19283821082982
100664__sample_000091,4.0,1.0,1857.0,189.70160315823526
155628__sample_000092,8.0,1.0,30.0,190.90616785938758
156968__sample_000093,8.0,1.0,94.0,191.20980770325036
70159__sample_000094,2.0,1.0,1276.0,191.59791670966655
348609__sample_000095,104.0,0.8,2697.0,192.9776927952722
384472__sample_000096,112.0,0.8,432.0,194.0634452277842
128369__sample_000097,8.0,1.0,406.0,198.99003069828981
99133__sample_000098,4.0,1.0,1649.0,199.89009986436926
165423__sample_000099,4.0,0.3,103.0,201.6279046319398
253351__sample_000100,4.0,1.0,1745.0,203.6286861769755
123360__sample_000101,8.0,1.0,3139.0,203.65504806662682
106930__sample_000102,4.0,1.0,912.0,205.8335844606988
291157__sample_000103,8.0,1.0,1087.0,206.2257017410973
343526__sample_000104,112.0,0.8,1643.0,212.71769828564217
257908__sample_000105,8.0,1.0,958.0,213.03959209426253
77413__sample_000106,2.0,1.0,112.0,214.11059432333573
352363__sample_000107,184.0,0.8,31.0,214.28902119863673
181061__sample_000108,4.0,0.5,152.0,225.82518442893826
285081__sample_000109,8.0,1.0,997.0,227.2202781602547
118366__sample_000110,8.0,1.0,416.0,229.0299168084326
276751__sample_000111,8.0,1.0,760.0,229.1687809100891
308539__sample_000112,8.0,0.2,1964.0,231.94105342052111
28772__sample_000113,80.0,0.8,3590.0,232.41225909702163
354425__sample_000114,112.0,0.8,278.0,236.9788888106449
156617__sample_000115,8.0,1.0,2910.0,237.43806646696655
444600__sample_000116,10.0,1.0,1017.0,237.86120732658418
314678__sample_000117,4.0,1.0,1694.0,237.93567601029952
15393__sample_000118,48.0,1.0,2884.0,239.21324759689045
402335__sample_000119,184.0,0.8,421.0,240.87733580424282
413523__sample_000120,48.0,1.0,500.0,241.01326968460114
33595__sample_000121,8.0,1.0,1347.0,244.00127487179788
412564__sample_000122,48.0,1.0,2161.0,245.20894417238512
382753__sample_000123,56.0,0.4,3623.0,246.6952594815703
81664__sample_000124,2.0,1.0,31.0,247.85762242514545
148534__sample_000125,8.0,1.0,30.0,248.8818188276953
165347__sample_000126,4.0,0.3,2826.0,250.52214574197106
96901__sample_000127,2.0,1.0,605.0,250.85955175549296
95399__sample_000128,2.0,1.0,132.0,251.26116192791022
261708__sample_000129,8.0,1.0,1116.0,255.2190605845025
169385__sample_000130,4.0,0.5,184.0,261.06088400303184
63214__sample_000131,2.0,1.0,103.0,261.9954883779821
63264__sample_000132,2.0,1.0,208.0,262.62695110936744
59664__sample_000133,2.0,1.0,203.0,264.69259763955637
105800__sample_000134,4.0,1.0,955.0,265.7435767747709
145592__sample_000135,8.0,1.0,16.0,265.79500507223617
388139__sample_000136,184.0,0.8,995.0,266.1345722788352
217744__sample_000137,8.0,1.0,56.0,268.6519387985413
121550__sample_000138,8.0,1.0,3669.0,270.8032383631764
191074__sample_000139,12.0,1.0,3180.0,270.85817807894523
288741__sample_000140,8.0,0.2,3795.0,271.36016402667866
46942__sample_000141,2.0,0.2,27.0,271.88568718458055
352397__sample_000142,184.0,0.8,40.0,274.11451663023627
192006__sample_000143,120.0,0.8,3061.0,274.15433139282055
179269__sample_000144,4.0,0.5,87.0,274.3742035100233
