job_id,cpu_request,gpu_request,duration,arrive_time
354904__sample_000000,28.0,0.2,333.0,0.1370561646816098
297678__sample_000001,8.0,0.2,1312.0,1.554533621134975
256887__sample_000002,8.0,1.0,1069.0,1.9221499136452505
180192__sample_000003,4.0,0.5,198.0,2.582679031671541
62536__sample_000004,2.0,1.0,718.0,2.7020454975027355
381157__sample_000005,46.0,0.2,622.0,2.870464354944658
131728__sample_000006,8.0,1.0,33.0,2.9266748990770197
346481__sample_000007,13.0,1.0,2830.0,2.929220937402704
183130__sample_000008,4.0,0.5,1584.0,2.9833795119949276
175049__sample_000009,4.0,0.5,705.0,3.64438885417068
360916__sample_000010,13.0,1.0,320.0,3.796761297706026
381244__sample_000011,112.0,0.8,489.0,3.8318199426098754
442562__sample_000012,56.0,0.4,12.0,3.982451469098182
646__sample_000013,4.0,0.1,1119.0,4.375892127254436
299839__sample_000014,8.0,1.0,2009.0,4.549577026996917
200534__sample_000015,8.0,1.0,121.0,5.240036121058597
135820__sample_000016,8.0,1.0,4465.0,5.811619774137769
456512__sample_000017,96.0,0.8,380.0,5.971876689333017
384061__sample_000018,184.0,0.8,1236.0,5.993527178836744
458516__sample_000019,84.0,0.8,267.0,6.29825392695607
76829__sample_000020,2.0,1.0,4236.0,6.408415260453897
145186__sample_000021,8.0,1.0,20.0,6.793542590282502
312823__sample_000022,12.0,1.0,1506.0,6.885898770158838
52135__sample_000023,2.0,1.0,164.0,6.986250571247052
110934__sample_000024,8.0,1.0,24.0,7.181647137396486
102913__sample_000025,4.0,1.0,978.0,7.18795038562869
50947__sample_000026,2.0,0.2,607.0,7.234429386798233
237832__sample_000027,20.0,1.0,389.0,7.7110777404676245
318429__sample_000028,4.0,0.8,103.0,8.495243439527663
235224__sample_000029,8.0,1.0,78.0,8.548568536289011
261946__sample_000030,8.0,1.0,2410.0,8.918683415246463
106699__sample_000031,4.0,1.0,1439.0,8.94834060700308
82883__sample_000032,2.0,1.0,1344.0,9.108332644394716
93820__sample_000033,2.0,1.0,109.0,9.285889779186355
78395__sample_000034,2.0,1.0,566.0,9.493261807165226
58028__sample_000035,2.0,1.0,1811.0,9.60539633853439
46037__sample_000036,2.0,0.2,691.0,10.090087394989919
197620__sample_000037,8.0,1.0,40.0,10.180493843033108
264025__sample_000038,8.0,0.2,626.0,10.346501877598321
302195__sample_000039,8.0,1.0,1852.0,10.400368793386992
305341__sample_000040,8.0,1.0,1854.0,10.61302410282192
407691__sample_000041,112.0,0.8,298.0,10.667927656195483
319289__sample_000042,4.0,0.8,689.0,10.737032314787115
402328__sample_000043,13.0,1.0,3578.0,10.88081196187495
216095__sample_000044,8.0,1.0,9.0,10.962161447041662
396201__sample_000045,112.0,0.8,1296.0,10.972400685910177
389923__sample_000046,112.0,0.8,354.0,11.370339232847005
466441__sample_000047,8.0,1.0,40.0,11.799233608230834
199170__sample_000048,8.0,1.0,737.0,12.376671057014509
310968__sample_000049,4.0,1.0,912.0,13.353266658994862
165642__sample_000050,4.0,0.3,980.0,13.383312671676574
316484__sample_000051,4.0,1.0,4571.0,13.463537905888087
143690__sample_000052,8.0,1.0,19.0,13.712519051596285
116236__sample_000053,8.0,1.0,3965.0,14.235132689802423
99931__sample_000054,4.0,1.0,1784.0,14.279410092298766
88871__sample_000055,2.0,1.0,53.0,14.444602359232949
371922__sample_000056,28.0,0.2,259.0,15.407884567264311
46373__sample_000057,2.0,0.2,160.0,15.50838760719405
46843__sample_000058,2.0,0.2,603.0,15.677264975858579
81019__sample_000059,2.0,1.0,529.0,15.97314597651894
90170__sample_000060,2.0,1.0,156.0,16.110072965348795
321112__sample_000061,20.0,1.0,1844.0,16.426127210401496
404345__sample_000062,14.0,1.0,290.0,16.466067970038498
171513__sample_000063,4.0,0.5,389.0,16.53160308522213
389288__sample_000064,112.0,0.8,995.0,16.653906380162848
162788__sample_000065,16.0,1.0,128.0,17.686229590677637
37723__sample_000066,4.0,1.0,61.0,17.793454495671725
315134__sample_000067,4.0,1.0,1778.0,18.411328140687527
135316__sample_000068,8.0,1.0,14.0,18.930937420083218
166945__sample_000069,4.0,0.3,1247.0,19.283384525393192
113683__sample_000070,8.0,1.0,349.0,19.39903040557609
176848__sample_000071,4.0,0.5,109.0,19.499314857212934
182280__sample_000072,4.0,0.5,204.0,19.754514597827974
440005__sample_000073,14.0,1.0,155.0,19.820689933667467
130397__sample_000074,8.0,1.0,12.0,19.932463791458353
107352__sample_000075,8.0,1.0,1129.0,20.35449562919717
1226__sample_000076,4.0,0.1,790.0,20.41365257712333
160523__sample_000077,8.0,1.0,36.0,20.85389421515196
60615__sample_000078,2.0,1.0,187.0,21.054641166928604
87714__sample_000079,2.0,1.0,30.0,21.233778980294943
244403__sample_000080,8.0,1.0,1802.0,21.471512452618626
280917__sample_000081,8.0,1.0,1370.0,21.721034374566408
304882__sample_000082,8.0,1.0,1991.0,21.925334901005755
231815__sample_000083,4.0,1.0,2719.0,22.22752195427051
159102__sample_000084,8.0,1.0,71.0,22.338319882528292
250777__sample_000085,20.0,1.0,1932.0,22.7544587129821
282849__sample_000086,8.0,1.0,1232.0,22.816960547847348
134432__sample_000087,8.0,1.0,4109.0,23.130199016082177
53725__sample_000088,2.0,1.0,101.0,23.25190170772858
466270__sample_000089,8.0,1.0,929.0,23.548648921687906
317142__sample_000090,4.0,0.8,151.0,23.5568890900313
100664__sample_000091,4.0,1.0,1857.0,23.680583352285637
155628__sample_000092,8.0,1.0,30.0,24.5056164250955
156968__sample_000093,8.0,1.0,94.0,24.718281540261252
70159__sample_000094,2.0,1.0,1276.0,24.891225784059287
348609__sample_000095,104.0,0.8,2697.0,24.962294943230503
384472__sample_000096,112.0,0.8,432.0,25.131362872446523
128369__sample_000097,8.0,1.0,406.0,25.564841627363492
99133__sample_000098,4.0,1.0,1649.0,25.668128291242535
165423__sample_000099,4.0,0.3,103.0,25.876163082720574
253351__sample_000100,4.0,1.0,1745.0,26.156036972628563
123360__sample_000101,8.0,1.0,3139.0,26.284107816015887
106930__sample_000102,4.0,1.0,912.0,26.367291336986884
291157__sample_000103,8.0,1.0,1087.0,26.409565303912025
343526__sample_000104,112.0,0.8,1643.0,26.43623660384758
257908__sample_000105,8.0,1.0,958.0,26.505207667336826
77413__sample_000106,2.0,1.0,112.0,26.510141085229506
352363__sample_000107,184.0,0.8,31.0,26.867093439965597
181061__sample_000108,4.0,0.5,152.0,26.896724244485938
285081__sample_000109,8.0,1.0,997.0,27.469837876929365
118366__sample_000110,8.0,1.0,416.0,27.648536809935838
276751__sample_000111,8.0,1.0,760.0,27.801178891227178
308539__sample_000112,8.0,0.2,1964.0,27.81792271670975
28772__sample_000113,80.0,0.8,3590.0,27.853697220812123
354425__sample_000114,112.0,0.8,278.0,28.339501746521236
156617__sample_000115,8.0,1.0,2910.0,28.618775712247995
444600__sample_000116,10.0,1.0,1017.0,28.643603124140036
314678__sample_000117,4.0,1.0,1694.0,28.929376782381844
15393__sample_000118,48.0,1.0,2884.0,28.96446688584277
402335__sample_000119,184.0,0.8,421.0,29.2942320907563
413523__sample_000120,48.0,1.0,500.0,30.017371468493298
33595__sample_000121,8.0,1.0,1347.0,30.372436387441965
412564__sample_000122,48.0,1.0,2161.0,30.806486092044693
